id_xe,tieu_de,gia_ban_text,nam_san_xuat,hang_xe_mau_xe,gia_ban,tinh_trang,so_km,xuat_xu,kieu_dang,dong_co,nhien_lieu,dung_tich,mau_ngoai_that,mau_noi_that,so_cho,so_cua,ngay_dang,dia_chi,thanh_pho
6184543,"Xe 
			
							Toyota Corolla Cross 
						1.8V 
						2021
						- 720 Triệu",720 Triệu,2021,Xe Toyota Corolla Cross 1.8V,720.0,Xe đã dùng,41000.0,Nhập khẩu,SUV,Xăng  1.8 L,Xăng,1.8,Xám,Đen,5,5,12/04/2025,"56A An Dương Vương, Phường 16, Quận 8 TP HCM",TP HCM
6156369,"Xe 
			
							Ford Ranger 
						Raptor 2.0L 4x4 AT 
						2023
						- 1 Tỷ 175 Triệu",1 Tỷ 175 Triệu,2023,Xe Ford Ranger Raptor 2.0L 4x4 AT,1000.0,Xe đã dùng,33000.0,Nhập khẩu,Bán tải / Pickup,Dầu  2.0 L,Dầu,2.0,Xám,Đen,5,4,12/04/2025,"61 Cao Thắng , p3 , Q3 TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6140327,"Xe 
			
							Ford Ranger 
						XLS 2.0L 4x2 AT 
						2025
						- 677 Triệu",677 Triệu,2025,Xe Ford Ranger XLS 2.0L 4x2 AT,677.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Dầu,2.0,Trắng,Đỏ,5,4,12/04/2025,105 Láng Hạ Hà Nội,Hà Nội
6133248,"Xe 
			
							Ford Everest 
						Titanium 2.0L 4x4 AT 
						2019
						- 895 Triệu",895 Triệu,2019,Xe Ford Everest Titanium 2.0L 4x4 AT,895.0,Xe đã dùng,45000.0,Nhập khẩu,SUV,Dầu  2.0 L,Dầu,2.0,Trắng,Đen,7,5,12/04/2025,"150 Huỳnh Tấn Phát, P. Tân Thuận Tây, Quận 7 TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6110829,"Xe 
			
							Toyota Fortuner 
						2.7V 4x2 AT 
						2019
						- 710 Triệu",710 Triệu,2019,Xe Toyota Fortuner 2.7V 4x2 AT,710.0,Xe đã dùng,85000.0,Nhập khẩu,SUV,Xăng  2.7 L,Xăng,2.7,Bạc,Nâu,7,5,12/04/2025,"Lạc Long Quân,  Tân Bình TP HCM",TP HCM
6076889,"Xe 
			
							Hyundai Elantra 
						2.0 AT Cao cấp 
						2023
						- 640 Triệu",640 Triệu,2023,Xe Hyundai Elantra 2.0 AT Cao cấp,640.0,Xe đã dùng,11000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Đen,Đen,5,4,12/04/2025,"191-193 Nguyễn Văn Cừ, P. Võ Cường, Tp. Bắc Ninh Bắc Ninh",
5914836,"Xe 
			
							Toyota Land Cruiser 
						3.5 V6 
						2025
						- 4 Tỷ 286 Triệu",4 Tỷ 286 Triệu,2025,Xe Toyota Land Cruiser 3.5 V6,4000.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.4 L,Xăng,3.4,Đen,Đen,7,5,12/04/2025,"Thanh Xuân Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6150755,"Xe 
			
							Mercedes Benz S class 
						S400L 
						2015
						- 1 Tỷ 161 Triệu",1 Tỷ 161 Triệu,2015,Xe Mercedes Benz S class S400L,1000.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng  3.0 L,Xăng,3.0,Đen,Nâu,5,4,12/04/2025,Tp Hcm TP HCM,TP HCM
4662175,"Xe 
			
							Mercedes Benz Maybach 
						S680 4Matic 
						2022
						- 14 Tỷ 900 Triệu",14 Tỷ 900 Triệu,2022,Xe Mercedes Benz Maybach S680 4Matic,14000.0,Xe mới,,Nhập khẩu,Sedan,Xăng  6.0 L,Xăng,6.0,Trắng,Kem,4,4,12/04/2025,Số 2 Tôn Thất Thuyết - Mỹ Đình Hà Nội,Hà Nội
6184036,"Xe 
			
							Lexus RX 
						350 
						2017
						- 2 Tỷ 620 Triệu",2 Tỷ 620 Triệu,2017,Xe Lexus RX 350,2000.0,Xe đã dùng,75000.0,Nhập khẩu,SUV,Xăng  3.5 L,Xăng,3.5,Trắng,Nâu,5,5,12/04/2025,"463A - 463B Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP.HCM TP HCM",TP HCM
6165188,"Xe 
			
							Ford Focus 
						Trend 1.5L 
						2017
						- 422 Triệu",422 Triệu,2017,Xe Ford Focus Trend 1.5L,422.0,Xe đã dùng,40000.0,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xăng,1.5,Đỏ,Đen,5,4,12/04/2025,"161F phường 3, Quận 8 TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6162867,"Xe 
			
							Hyundai Custin 
						Cao Cấp 1.5T 
						2025
						- 922 Triệu",922 Triệu,2025,Xe Hyundai Custin Cao Cấp 1.5T,922.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Xăng  1.5 L,Xăng,1.5,Xanh,Đen,7,5,12/04/2025,"94-96 Phạm Đình Hổ, Phường 2, Quận 6 TP HCM",TP HCM
6138892,"Xe 
			
							VinFast VF5 
						Plus 
						2025
						- 499 Triệu",499 Triệu,2025,Xe VinFast VF5 Plus,499.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Điện,,Ghi,Đen,5,5,12/04/2025,65/1A Lê Thị Riêng - Thới An - Quận 12 - TPHCM TP HCM,TP HCM
6063632,"Xe 
			
							Toyota Corolla Cross 
						1.8V 
						2025
						- 790 Triệu",790 Triệu,2025,Xe Toyota Corolla Cross 1.8V,790.0,Xe mới,,Nhập khẩu,SUV,Xăng  1.8 L,Xăng,1.8,Trắng,Đen,5,5,12/04/2025,"315 Trường Chinh - Thanh Xuân Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6169760,"Xe 
			
							Lexus ES 
						250 
						2025
						- 2 Tỷ 360 Triệu",2 Tỷ 360 Triệu,2025,Xe Lexus ES 250,2000.0,Xe mới,,Nhập khẩu,Sedan,Xăng  2.5 L,Xăng,2.5,Đen,Kem,5,4,12/04/2025,"Tổ dân phố 8, P Mỹ Đình 1, Q Nam Từ Liêm (Ngã 4 Phạm Hùng vs Dương Đình Nghệ) Hà Nội",Hà Nội
5161761,"Xe 
			
							Mini Cooper 
						Clubman S 
						2023
						- 2 Tỷ 339 Triệu",2 Tỷ 339 Triệu,2023,Xe Mini Cooper Clubman S,2000.0,Xe mới,,Nhập khẩu,Hatchback,Xăng  2.0 L,Xăng,2.0,Trắng,Đen,5,5,12/04/2025,"68 Lê Văn Lương, P. Nhân Chính, Q. Thanh Xuân Hà Nội",Hà Nội
6184222,"Xe 
			
							Mazda CX8 
						Luxury 
						2022
						- 860 Triệu",860 Triệu,2022,Xe Mazda CX8 Luxury,860.0,Xe đã dùng,16000.0,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xăng,2.5,Xanh,Đen,7,5,12/04/2025,"463A - 463B Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP.HCM TP HCM",TP HCM
6148650,"Xe 
			
							Mazda CX5 
						2.5 AT AWD 
						2016
						- 525 Triệu",525 Triệu,2016,Xe Mazda CX5 2.5 AT AWD,525.0,Xe đã dùng,69000.0,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xăng,2.5,Đen,Đen,5,5,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6078883,"Xe 
			
							Mazda 3 
						1.5L Luxury 
						2023
						- 606 Triệu",606 Triệu,2023,Xe Mazda 3 1.5L Luxury,606.0,Xe đã dùng,0.0,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xăng,1.5,Trắng,Đồng,5,4,12/04/2025,Hà Nội Hà Nội,Hà Nội
6156946,"Xe 
			
							Honda CRV 
						E 
						2021
						- 785 Triệu",785 Triệu,2021,Xe Honda CRV E,785.0,Xe đã dùng,46000.0,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Trắng,Kem,7,5,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6078839,"Xe 
			
							Mercedes Benz E class 
						E250 
						2012
						- 438 Triệu",438 Triệu,2012,Xe Mercedes Benz E class E250,438.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Xăng,1.8,Đen,Kem,5,4,12/04/2025,Hà Nội Hà Nội,Hà Nội
6181058,"Xe 
			
							Mitsubishi Xforce 
						Exceed 
						2024
						- 629 Triệu",629 Triệu,2024,Xe Mitsubishi Xforce Exceed,629.0,Xe đã dùng,5000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,5,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6115568,"Xe 
			
							Hyundai Kona 
						Đặc biệt 2.0 AT 
						2022
						- 585 Triệu",585 Triệu,2022,Xe Hyundai Kona Đặc biệt 2.0 AT,585.0,Xe đã dùng,29000.0,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Xăng,2.0,Trắng,Đen,5,5,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6177252,"Xe 
			
							Honda Civic 
						G 1.5 AT 
						2022
						- 665 Triệu",665 Triệu,2022,Xe Honda Civic G 1.5 AT,665.0,Xe đã dùng,55000.0,Nhập khẩu,Sedan,Xăng  1.5 L,Xăng,1.5,Xám,Đen,5,4,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6116841,"Xe 
			
							Mazda 3 
						1.5 AT 
						2018
						- 445 Triệu",445 Triệu,2018,Xe Mazda 3 1.5 AT,445.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Hatchback,Xăng  1.5 L,Xăng,1.5,Đỏ,Đen,5,5,12/04/2025,"272 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
6133423,"Xe 
			
							Toyota Innova 
						E 2.0 MT 
						2022
						- 620 Triệu",620 Triệu,2022,Xe Toyota Innova E 2.0 MT,620.0,Xe đã dùng,45000.0,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Xăng,2.0,Màu khác,Cam,8,5,12/04/2025,"1797 Quốc Lộ 51 ,Ấp Xóm Gốc , Xã Long An , Huyện Long Thành Đồng Nai",
6162500,"Xe 
			
							Mercedes Benz GLC 
						300 4Matic 
						2018
						- 1 Tỷ 90 Triệu",1 Tỷ 90 Triệu,2018,Xe Mercedes Benz GLC 300 4Matic,1000.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Trắng,Kem,5,5,12/04/2025,Tp Hcm TP HCM,TP HCM
6180992,"Xe 
			
							Ford Territory 
						Titanium 1.5 AT 
						2023
						- 795 Triệu",795 Triệu,2023,Xe Ford Territory Titanium 1.5 AT,795.0,Xe đã dùng,64000.0,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xăng,1.5,Đỏ,Đen,5,5,12/04/2025,"Bình chánh, tphcm TP HCM",TP HCM
6176621,"Xe 
			
							Audi Q7 
						45 TFSI Quattro 
						2020
						- 2 Tỷ 499 Triệu",2 Tỷ 499 Triệu,2020,Xe Audi Q7 45 TFSI Quattro,2000.0,Xe đã dùng,42000.0,Nhập khẩu,SUV,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,7,5,12/04/2025,"Số 25 đường số 16 Phú Mỹ Hưng, Midtown TP HCM",TP HCM
6165172,"Xe 
			
							VinFast VF6 
						Plus 
						2025
						- 749 Triệu",749 Triệu,2025,Xe VinFast VF6 Plus,749.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.6 L,Điện,0.6,Trắng,Đen,5,5,12/04/2025,65/1A Lê Thị Riêng - Thới An - Quận 12 - TPHCM TP HCM,TP HCM
6162125,"Xe 
			
							Toyota Fortuner 
						2.7V 4x2 AT 
						2019
						- 780 Triệu",780 Triệu,2019,Xe Toyota Fortuner 2.7V 4x2 AT,780.0,Xe đã dùng,98000.0,Nhập khẩu,SUV,Xăng  2.7 L,Xăng,2.7,Nâu,Nâu,7,5,12/04/2025,"Ngã ba Pháp Vân, Phường Hoàng Liệt, Quận Hoàng Mai Hà Nội",Hà Nội
6148293,"Xe 
			
							Mitsubishi Pajero Sport 
						D 4x2 MT 
						2016
						- 415 Triệu",415 Triệu,2016,Xe Mitsubishi Pajero Sport D 4x2 MT,415.0,Xe đã dùng,80000.0,Lắp ráp trong nước,SUV,Dầu  2.5 L,Dầu,2.5,Trắng,Đen,7,5,12/04/2025,"Nguyễn Oanh, Gò Vấp TP HCM",TP HCM
5678947,"Xe 
			
							VinFast VF6 
						Plus 
						2025
						- 749 Triệu",749 Triệu,2025,Xe VinFast VF6 Plus,749.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.6 L,Điện,0.6,Xanh,Nâu,5,5,12/04/2025,"Tầng 1 TTTM Vincom Ocean Park, Kiêu Kỵ, Gia Lâm Hà Nội",Hà Nội
5655807,"Xe 
			
							VinFast VF7 
						Plus 
						2025
						- 949 Triệu",949 Triệu,2025,Xe VinFast VF7 Plus,949.0,Xe mới,,Lắp ráp trong nước,SUV,Điện  0.3 L,Điện,0.3,Xám,Đen,5,5,12/04/2025,"15-17 Cộng Hòa, Phường 4, Tân Bình TP HCM",TP HCM
5478731,"Xe 
			
							Toyota Yaris Cross 
						1.5 D-CVT 
						2025
						- 620 Triệu",620 Triệu,2025,,620.0,Xe mới,,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,5,12/04/2025,"315 Trường Chinh, Phường Khương Mai, Quận Thanh Xuân Hà Nội",Hà Nội
5186953,"Xe 
			
							Toyota Yaris Cross 
						1.5 D-CVT 
						2025
						- 625 Triệu",625 Triệu,2025,,625.0,Xe mới,,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Trắng,Đen,5,5,12/04/2025,"315 Trường Chinh - Thanh Xuân Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6162948,"Xe 
			
							Mitsubishi Triton 
						GLX 2WD AT 
						2025
						- 600 Triệu",600 Triệu,2025,Xe Mitsubishi Triton GLX 2WD AT,600.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Dầu,2.4,Xám,Đen,5,4,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6184533,"Xe 
			
							VinFast Lux A 2.0 
						2.0 AT 
						2021
						- 580 Triệu",580 Triệu,2021,Xe VinFast Lux A 2.0 2.0 AT,580.0,Xe đã dùng,13000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Trắng,5,4,12/04/2025,"Số 1 Châu Văn Liêm, Quận Nam Từ Liêm Hà Nội",Hà Nội
6169334,"Xe 
			
							Kia Sorento 
						GATH 
						2017
						- 470 Triệu",470 Triệu,2017,Xe Kia Sorento GATH,470.0,Xe đã dùng,79000.0,Lắp ráp trong nước,SUV,Xăng  2.4 L,Xăng,2.4,Nâu,Kem,7,5,12/04/2025,"TP. Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",TP HCM
5894775,"Xe 
			
							Toyota RAV4 
						2.4 AT 
						2008
						- 348 Triệu",348 Triệu,2008,Xe Toyota RAV4 2.4 AT,348.0,Xe đã dùng,110000.0,Nhập khẩu,SUV,Xăng  2.4 L,Xăng,2.4,Ghi,Kem,7,5,12/04/2025,444 Nguyễn Văn Cừ - Long Biên Hà Nội,Hà Nội
6184536,"Xe 
			
							Mitsubishi Outlander 
						Premium 2.0 CVT 
						2022
						- 779 Triệu",779 Triệu,2022,Xe Mitsubishi Outlander Premium 2.0 CVT,779.0,Xe đã dùng,12000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Đen,Đen,7,5,12/04/2025,Hà Nội Hà Nội,Hà Nội
6147357,"Xe 
			
							Lexus RX 
						350 Premium 
						2022
						- 3 Tỷ 365 Triệu",3 Tỷ 365 Triệu,2022,Xe Lexus RX 350 Premium,3000.0,Xe đã dùng,30000.0,Nhập khẩu,SUV,Xăng  2.4 L,Xăng,2.4,Đỏ,Nâu,5,5,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6085280,"Xe 
			
							BMW X5 
						xDrive40i M Sport 
						2022
						- 3 Tỷ 150 Triệu",3 Tỷ 150 Triệu,2022,Xe BMW X5 xDrive40i M Sport,3000.0,Xe đã dùng,13000.0,Lắp ráp trong nước,SUV,Xăng  3.0 L,Xăng,3.0,Đen,Nâu,5,5,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6134929,"Xe 
			
							Toyota Vios 
						1.5G 
						2017
						- 375 Triệu",375 Triệu,2017,Xe Toyota Vios 1.5G,375.0,Xe đã dùng,84000.0,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xăng,1.5,Đen,Kem,5,4,12/04/2025,"Số 68 Vũ Đức Thận, Việt Hưng, Long Biên, Hà Nội Hà Nội",Hà Nội
6124233,"Xe 
			
							Kia Soluto 
						1.4 AT Deluxe 
						2020
						- 325 Triệu",325 Triệu,2020,Xe Kia Soluto 1.4 AT Deluxe,325.0,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Xăng,1.4,Bạc,Đen,5,4,12/04/2025,lôc an Lâm Đồng,
6118426,"Xe 
			
							Toyota Innova 
						2.0G 
						2015
						- 395 Triệu",395 Triệu,2015,Xe Toyota Innova 2.0G,395.0,Xe đã dùng,160000.0,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Xăng,2.0,Bạc,Kem,8,5,12/04/2025,"Số 7-9 đường Nguyễn Văn Linh, Phường Gia Thụy, Quận Long Biên Hà Nội",Hà Nội
6163008,"Xe 
			
							Mitsubishi Xpander 
						1.5 AT 
						2020
						- 480 Triệu",480 Triệu,2020,Xe Mitsubishi Xpander 1.5 AT,480.0,Xe đã dùng,80000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Bạc,Đen,7,5,12/04/2025,318 Nguyễn Xiển Hà Nội,Hà Nội
6141704,"Xe 
			
							Mitsubishi Xpander 
						1.5 AT 
						2021
						- 495 Triệu",495 Triệu,2021,Xe Mitsubishi Xpander 1.5 AT,495.0,Xe đã dùng,65000.0,Nhập khẩu,SUV,Xăng  1.5 L,Xăng,1.5,Nâu,Đen,7,5,12/04/2025,318 Nguyễn Xiển Hà Nội,Hà Nội
6137820,"Xe 
			
							Mazda CX5 
						2.5 AT 2WD 
						2018
						- 550 Triệu",550 Triệu,2018,Xe Mazda CX5 2.5 AT 2WD,550.0,Xe đã dùng,90000.0,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xăng,2.5,Trắng,Đen,5,5,12/04/2025,318 Nguyễn Xiển Hà Nội,Hà Nội
6076822,"Xe 
			
							Nissan Terra 
						S 2.5 MT 2WD 
						2018
						- 539 Triệu",539 Triệu,2018,Xe Nissan Terra S 2.5 MT 2WD,539.0,Xe đã dùng,83000.0,Nhập khẩu,SUV,Dầu  2.5 L,Dầu,2.5,Xanh,Đen,7,5,12/04/2025,"642B Quốc lộ 13, phường Hiệp Bình Phước TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6181588,"Xe 
			
							VinFast VF e34 
						AT 
						2022
						- 510 Triệu",510 Triệu,2022,Xe VinFast VF e34 AT,510.0,Xe đã dùng,47000.0,Lắp ráp trong nước,Crossover,Điện  0.1 L,Điện,0.1,Trắng,Kem,5,5,12/04/2025,"266 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6184530,"Xe 
			
							Mitsubishi Pajero Sport 
						2.4D 4x2 AT 
						2020
						- 815 Triệu",815 Triệu,2020,Xe Mitsubishi Pajero Sport 2.4D 4x2 AT,815.0,Xe đã dùng,70000.0,Nhập khẩu,SUV,Dầu  2.4 L,Dầu,2.4,Trắng,Đen,7,5,12/04/2025,"256 Nguyễn Xiển, Thanh Xuân Hà Nội",Hà Nội
4896332,"Xe 
			
							Ford Everest 
						Titanium 2.0L 4x2 AT 
						2025
						- 1 Tỷ 206 Triệu",1 Tỷ 206 Triệu,2025,Xe Ford Everest Titanium 2.0L 4x2 AT,1000.0,Xe mới,,Nhập khẩu,SUV,Dầu  2.0 L,Dầu,2.0,Đen,-,7,5,12/04/2025,"Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
5930605,"Xe 
			
							Mercedes Benz GLA class 
						GLA 200 
						2014
						- 499 Triệu",499 Triệu,2014,Xe Mercedes Benz GLA class GLA 200,499.0,Xe đã dùng,120000.0,Nhập khẩu,SUV,Xăng  1.6 L,Xăng,1.6,Đen,Đen,5,5,12/04/2025,68 Lê Văn Lương Hà Nội,Hà Nội
6158760,"Xe 
			
							VinFast VF9 
						Plus 
						2023
						- 1 Tỷ 245 Triệu",1 Tỷ 245 Triệu,2023,Xe VinFast VF9 Plus,1000.0,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Điện  0.2 L,Điện,0.2,Đen,Xanh,6,5,12/04/2025,"266 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6154354,"Xe 
			
							Toyota Corolla altis 
						2.0V AT 
						2019
						- 610 Triệu",610 Triệu,2019,Xe Toyota Corolla altis 2.0V AT,610.0,Xe đã dùng,99000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Đen,5,4,12/04/2025,"1797 Quốc Lộ 51 ,Ấp Xóm Gốc , Xã Long An , Huyện Long Thành Đồng Nai",
6145667,"Xe 
			
							VinFast Fadil 
						Tiêu chuẩn 1.4 AT 
						2022
						- 340 Triệu",340 Triệu,2022,Xe VinFast Fadil Tiêu chuẩn 1.4 AT,340.0,Xe đã dùng,30000.0,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Xăng,1.4,Xanh,Đen,5,5,12/04/2025,"266 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6039720,"Xe 
			
							VinFast Lux SA 2.0 
						Premium 2.0 AT 
						2019
						- 699 Triệu",699 Triệu,2019,Xe VinFast Lux SA 2.0 Premium 2.0 AT,699.0,Xe đã dùng,60000.0,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xăng,2.0,Đỏ,Nâu,7,5,12/04/2025,"266 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6152163,"Xe 
			
							VinFast Lux A 2.0 
						Premium 2.0 AT 
						2019
						- 599 Triệu",599 Triệu,2019,Xe VinFast Lux A 2.0 Premium 2.0 AT,599.0,Xe đã dùng,80000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Nâu,5,4,12/04/2025,"266 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội Hà Nội 
								 Xem gian hàng  ⇨",Hà Nội
6168774,"Xe 
			
							Toyota Hilux 
						2.8G 4x4 AT 
						2020
						- 735 Triệu",735 Triệu,2020,Xe Toyota Hilux 2.8G 4x4 AT,735.0,Xe đã dùng,48000.0,Nhập khẩu,Bán tải / Pickup,Dầu  2.8 L,Dầu,2.8,Trắng,Đen,5,4,12/04/2025,"TP. Thủ Đức TP HCM 
								 Xem gian hàng  ⇨",TP HCM
6144589,"Xe 
			
							Kia Sedona 
						2.2 DAT Luxury 
						2019
						- 798 Triệu",798 Triệu,2019,Xe Kia Sedona 2.2 DAT Luxury,798.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Dầu,2.2,Trắng,Kem,7,5,12/04/2025,Tân Phú TP HCM,TP HCM
6177573,"Xe 
			
							BMW X5 
						xDrive40i 
						2019
						- 2 Tỷ 600 Triệu",2 Tỷ 600 Triệu,2019,Xe BMW X5 xDrive40i,2000.0,Xe đã dùng,75000.0,Nhập khẩu,SUV,Xăng  3.0 L,Xăng,3.0,Xám,Kem,7,5,12/04/2025,Quận 2 TP HCM,TP HCM
6156381,"Xe 
			
							Ford Ranger 
						XLS 2.0L 4x2 AT 
						2025
						- 667 Triệu",667 Triệu,2025,Xe Ford Ranger XLS 2.0L 4x2 AT,667.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Dầu,2.0,Đen,Đen,5,4,12/04/2025,Đống Đa Hà Nội,Hà Nội
6089182,"Xe 
			
							Suzuki Celerio 
						1.0 MT 
						2019
						- 188 Triệu",188 Triệu,2019,Xe Suzuki Celerio 1.0 MT,188.0,Xe đã dùng,68000.0,Nhập khẩu,Hatchback,Xăng  1.0 L,Xăng,1.0,Bạc,Đen,5,5,12/04/2025,"Xã tân thông hội , huyện củ chi TP HCM",TP HCM
6087309,"Xe 
			
							Mercedes Benz C class 
						C200 
						2015
						- 596 Triệu",596 Triệu,2015,Xe Mercedes Benz C class C200,596.0,Xe đã dùng,122000.0,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xăng,2.0,Trắng,Đen,5,4,12/04/2025,68 Lê Văn Lương Hà Nội,Hà Nội
6084991,"Xe 
			
							Toyota Innova 
						G 2.0 AT 
						2022
						- 695 Triệu",695 Triệu,2022,Xe Toyota Innova G 2.0 AT,695.0,Xe đã dùng,90000.0,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Xăng,2.0,Đồng,Nâu,8,5,12/04/2025,"Ngã ba Pháp Vân, Phường Hoàng Liệt, Quận Hoàng Mai Hà Nội",Hà Nội
6040967,"Xe 
			
							Porsche Cayenne 
						S 
						2015
						- 1 Tỷ 599 Triệu",1 Tỷ 599 Triệu,2015,Xe Porsche Cayenne S,1000.0,Xe đã dùng,63000.0,Nhập khẩu,SUV,Xăng  3.6 L,Xăng,3.6,Đen,Đen,5,5,12/04/2025,"C5/15B, Bình Hưng, Bình Chánh TP HCM",TP HCM
